LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1697,81111,74653,23823,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_8550326614414622861 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1698,81111,74955,23635,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6525012344542022819 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1699,81111,74958,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983. blk_8861349372992394289,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'

The template of 'ERROR *FileSystemImage.loadFSImage: Error in loading image' is 'ERROR *FileSystemImage.loadFSImage: {error}'

The template of 'INFO *Fetcher.fetch: fetched {length} bytes' is 'INFO *Fetcher.fetch: fetched {length} bytes'

The template of 'WARN *Fetcher.fetch: Failed to fetch data for block {block}' is 'WARN *Fetcher.fetch: Failed to fetch data for block {block}'

The template of 'INFO org.apache.hadoop.hdfs.server.datanode.DataNode: src: /tmp/hadoop-hdfs/dnSecure407475248/current/BP-101083274-192.168.1.1-1290783742874/current/finalized/subdir0/subdir0/blk_1073741826' is 'INFO org.apache.hadoop.hdfs.server.datan",183,256,BLOCK* NameSystem.allocateBlock: {block} for user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983.blk_8861349372992394289,187,87,BLOCK* {name_system}.allocateBlock: {path} {block},186,19,BLOCK* NameSystem.allocateBlock: {path},187,14,BLOCK* NameSystem.allocateBlock: /user/{user}/{dir}/part-{partition}. blk_{block},182,26,BLOCK* {nameSystem}.allocateBlock: {path}/{block} blk_{block},182,22,BLOCK* NameSystem.allocateBlock: <*>' The template of 'ERROR *FileSystemImage.loadFSImage: Error in loading image' is 'ERROR *FileSystemImage.loadFSImage: <*>' The template of 'INFO *Fetcher.fetch: fetched <*> bytes' is 'INFO *Fetcher.fetch: fetched <*> bytes' The template of 'WARN *Fetcher.fetch: Failed to fetch data for block <*>' is 'WARN *Fetcher.fetch: Failed to fetch data for block <*>' The template of 'INFO org.apache.hadoop.hdfs.server.datanode.DataNode: src: <*>' is 'INFO org.apache.hadoop.hdfs.server.datan,BLOCK* NameSystem.allocateBlock: <*> for user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-<*>.blk_8861349372992394289,BLOCK* <*>.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* <*>.allocateBlock: <*>/<*> <*>
1700,81111,75054,23885,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1049340855430710153 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1701,81111,75114,23523,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_703049809255765647 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,133,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1702,81111,75129,23397,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7460532841070848624 src: /10.250.15.67:55076 dest: /10.250.15.67:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},170,18,Receiving block {src} from {dest},172,11,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},169,17,Receiving block {block} src: {src} dest: {dest},169,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
1703,81111,75151,23925,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7623732795385061487 src: /10.251.122.65:40641 dest: /10.251.122.65:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {dest} dest: {dest_port},174,19,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
1704,81111,75158,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1/part-02009. blk_-7367386750462511488,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'

The template of 'WARN util.ProcfsBasedProcessTree: ProcfsBasedProcessTree is not able to identify all the process threads. This can cause inaccuracies in the reporting of memory usage.' is 'WARN util.ProcfsBasedProcessTree: {message}'

The template of 'INFO security.UserGroupInformation: hadoop login' is 'INFO security.UserGroupInformation: {message}'

The template of 'WARN mapreduce.JobResourceUploader: No job jar file set.  User classes may not be found. See Job or Job#setJar(String).' is 'WARN mapreduce.JobResourceUploader: {message}'

The template of 'INFO mapreduce.Job: Running job: job_200811101024_0013' is 'INFO mapreduce.Job: Running job: {job}'

The template of 'INFO impl.TimelineClientImpl: Timeline service address: http://127.0.0.1:8188/timeline/v1/' is 'INFO impl.TimelineClientImpl: Tim",183,256,BLOCK* {name} System.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1/part-02009. blk_-7367386750462511488,188,87,BLOCK* NameSystem.allocateBlock: {path} {block},187,17,BLOCK* NameSystem.allocateBlock: {path}/{file}. blk_{id},188,22,BLOCK* NameSystem.allocateBlock: {path} blk_{blkid},182,18,BLOCK* {nameSystem}.allocateBlock: {path} blk_{index},182,19,BLOCK* NameSystem.allocateBlock: <*>' The template of 'WARN util.ProcfsBasedProcessTree: ProcfsBasedProcessTree is not able to identify all the process threads. This can cause inaccuracies in the reporting of memory usage.' is 'WARN util.ProcfsBasedProcessTree: <*>' The template of 'INFO security.UserGroupInformation: hadoop login' is 'INFO security.UserGroupInformation: <*>' The template of 'WARN mapreduce.JobResourceUploader: No job jar file set. User classes may not be found. See Job or Job#setJar(String).' is 'WARN mapreduce.JobResourceUploader: <*>' The template of 'INFO mapreduce.Job: Running job: job_200811101024_0013' is 'INFO mapreduce.Job: Running job: <*>' The template of 'INFO impl.TimelineClientImpl: Timeline service address: http://127.<*>:8188/timeline/v1/' is 'INFO impl.TimelineClientImpl: Tim,BLOCK* <*> System.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*>/<*>. <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* <*>.allocateBlock: <*> <*>
1705,81111,75212,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1237539644269634790 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {service} {method}: {message} {address}:{port} is added to {block} size {size},172,28,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},176,30,BLOCK* {block_system}.{operation} {block_address} {block_size},175,22,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},176,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,31,BLOCK* {nameSystem}.addStoredBlock: {blockMap} updated: {host}:{port} is added to {blk_} size {size},172,37,BLOCK* <*> <*>: <*> <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* <*> <*> <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: <*> updated: <*> is added to <*> size <*>
1706,81111,75317,23851,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7713504868233504097 src: /10.251.127.191:36437 dest: /10.251.127.191:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
1707,81111,75345,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_8005746184358076390 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},171,31,BLOCK* {name} is added to blk_{hash} size {size},174,19,BLOCK* {block_name} is added to {block} size {size},173,19,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{blockId} size {size},171,34,BLOCK* {name}.{method}: blockMap updated: {host}:{port} is added to blk_{index} size {size},171,32,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> is added to <*> size <*>,BLOCK* <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>: blockMap updated: <*> is added to <*> size <*>
1708,81111,75408,23362,INFO,dfs.DataNode$PacketResponder,Received block blk_955083461510572332 of size 41287838 from /10.251.107.242,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} of size {size} from {source}.,154,15,Received block {block} of size {size} from {address},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1709,81111,75537,23945,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_283922378823540530 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,133,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1710,81111,75616,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4471044334742081825 is added to invalidSet of 10.250.15.198:50010,E8,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,BLOCK* {service}.delete: {block} is added to invalidSet of {host}:{port},157,23,BLOCK* NameSystem.delete: {blk_hex} is added to invalidSet of {ip}:{port},160,27,BLOCK* {name_system} {operation}: {block} is added to invalidSet of {ip}:{port},159,27,BLOCK* NameSystem.delete: {block} is added to invalidSet of {ip}:{port},160,24,BLOCK* NameSystem.delete: blk_{block} is added to invalidSet of {ip}:{port},157,25,BLOCK* {name}.{method}: {block} is added to invalidSet of {ip}:{port},157,25,BLOCK* <*>.delete: <*> is added to invalidSet of <*>,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,BLOCK* <*> <*>: <*> is added to invalidSet of <*>,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,BLOCK* <*>: <*> is added to invalidSet of <*>
