LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1617,-,1131123526,2005.11.04,R62-M0-N1-C:J08-U11,2005-11-04-08.58.46.231312,R62-M0-N1-C:J08-U11,RAS,KERNEL,INFO,iar 00106570 dear 0245a10c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,IAR 00106570 DEAR 0245A10C,90,23,iar 00106570 dear 0245a10c,89,21,iar {address} dear {address},90,9,iar {iar} dear {dear},87,10,iar 00106570 dear 0245a10c,87,22,iar <*> dear <*>,IAR <*> DEAR 0245A10C,iar <*> dear 0245a10c,iar <*> dear <*>,iar <*> dear <*>,iar <*> dear 0245a10c
1618,-,1131123589,2005.11.04,R62-M0-N6-C:J03-U01,2005-11-04-08.59.49.668674,R62-M0-N6-C:J03-U01,RAS,KERNEL,INFO,iar 001061fc dear 02f6676c,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 001061fc dear 02f6676c,89,20,iar 001061fc dear 02f6676c,88,20,iar {error_code} dear {address},89,11,iar {iar} dear {dear},86,10,iar 001061fc dear 02f6676c,86,21,iar <*> dear <*>,iar 001061fc dear 02f6676c,iar 001061fc dear 02f6676c,iar <*> dear <*>,iar <*> dear <*>,iar 001061fc dear 02f6676c
1619,-,1131123637,2005.11.04,R62-M0-NB-C:J09-U11,2005-11-04-09.00.37.126852,R62-M0-NB-C:J09-U11,RAS,KERNEL,INFO,iar 00106588 dear 0245a17c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 00106588 dear 0245a17c,90,21,iar 00106588 dear 0245a17c,89,21,iar 00106588 dear {address},90,15,iar {iar} dear {dear},87,10,iar 00106588 dear 0245a17c,87,22,iar <*> dear <*>,iar <*> dear 0245a17c,iar <*> dear 0245a17c,iar <*> dear <*>,iar <*> dear <*>,iar <*> dear 0245a17c
1620,-,1131125457,2005.11.04,R62-M0-NE-C:J08-U01,2005-11-04-09.30.57.389794,R62-M0-NE-C:J08-U01,RAS,KERNEL,INFO,iar 0010662c dear 0245ccfc,E70,iar <*> dear <*>,iar {address} ear {address},87,9,iar 0010662c dear 0245ccfc,88,19,iar 0010662c dear 0245ccfc,87,19,iar {address} dear {address},88,9,iar {iar} dear {dear},85,10,iar 0010662c dear 0245ccfc,85,20,iar <*> ear <*>,iar 0010662c dear 0245ccfc,iar 0010662c dear 0245ccfc,iar <*> dear <*>,iar <*> dear <*>,iar 0010662c dear 0245ccfc
1621,-,1131125519,2005.11.04,R62-M0-N0-C:J14-U01,2005-11-04-09.31.59.900525,R62-M0-N0-C:J14-U01,RAS,KERNEL,INFO,iar 00106bd8 dear 0245ce0c,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 00106bd8 dear 0245ce0c,88,19,iar 00106bd8 dear 0245ce0c,87,19,iar 00106bd8 dear {address},88,14,iar {iar} dear {dear},85,10,iar {{ iar }} dear {{ dear }},85,11,iar <*> dear <*>,iar 00106bd8 dear 0245ce0c,iar 00106bd8 dear 0245ce0c,iar 00106bd8 dear <*>,iar <*> dear <*>,iar {<*>} dear {<*>}
1622,-,1131125543,2005.11.04,R62-M0-N4-C:J12-U11,2005-11-04-09.32.23.060745,R62-M0-N4-C:J12-U11,RAS,KERNEL,INFO,iar 00106834 dear 0245ccfc,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 00106834 dear 0245ccfc,88,19,iar 00106834 dear 0245ccfc,87,19,iar {address} dear {address},88,9,iar {iar} dear {dear},85,10,"{data}, {data}",85,8,iar <*> dear <*>,iar <*> dear 0245ccfc,iar <*> dear 0245ccfc,iar <*> dear <*>,iar <*> dear <*>,"<*>, <*>"
1623,-,1131125932,2005.11.04,R62-M0-NE-C:J15-U01,2005-11-04-09.38.52.887110,R62-M0-NE-C:J15-U01,RAS,KERNEL,INFO,iar 00106bd8 dear 0245cd8c,E70,iar <*> dear <*>,iar {address} dear {address},87,9,IAR 00106BD8 DEAR 0245CD8C,88,21,iar 00106bd8 dear 0245cd8c,87,19,iar {addr} dear {addr},88,9,iar {iar} dear {dear},85,10,iar 00106bd8 dear 0245cd8c,85,20,iar <*> dear <*>,IAR 00106BD8 DEAR 0245CD8C,iar 00106bd8 dear 0245cd8c,iar <*> dear <*>,iar <*> dear <*>,iar 00106bd8 dear 0245cd8c
1624,-,1131125954,2005.11.04,R62-M0-N2-C:J11-U11,2005-11-04-09.39.14.407511,R62-M0-N2-C:J11-U11,RAS,KERNEL,INFO,iar 0010682c dear 0245ccfc,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 0010682c dear 0245ccfc,88,19,iar 0010682c dear 0245ccfc,87,19,iar {addr} dear {addr},88,9,iar %s dear %s,85,8,{log_message},85,6,iar <*> dear <*>,iar 0010682c dear 0245ccfc,iar 0010682c dear 0245ccfc,iar <*> dear <*>,iar %s dear %s,<*>
1625,-,1131125989,2005.11.04,R62-M0-N8-C:J13-U11,2005-11-04-09.39.49.409481,R62-M0-N8-C:J13-U11,RAS,KERNEL,INFO,iar 00106b8c dear 0245ce8c,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 00106b8c dear 0245ce8c,89,20,iar 00106b8c dear 0245ce8c,88,20,iar {addr} dear {addr},89,9,iar {iar} dear {dear},86,10,iar 0x{address} dear 0x{address},86,15,iar <*> dear <*>,iar 00106b8c dear 0245ce8c,iar 00106b8c dear 0245ce8c,iar <*> dear <*>,iar <*> dear <*>,iar <*> dear <*>
1626,-,1131126038,2005.11.04,R62-M0-N6-C:J10-U01,2005-11-04-09.40.38.701063,R62-M0-N6-C:J10-U01,RAS,KERNEL,INFO,iar 00106bc0 dear 0245cd7c,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 00106bc0 dear 0245cd7c,88,19,iar 00106bc0 dear 0245cd7c,87,19,iar {address} dear {data},88,9,iar {iar} dear {dear},85,10,{address}:{error},85,7,iar <*> dear <*>,iar 00106bc0 dear 0245cd7c,iar 00106bc0 dear 0245cd7c,iar <*> dear <*>,iar <*> dear <*>,<*>
1627,-,1131126144,2005.11.04,R62-M0-NB-C:J16-U11,2005-11-04-09.42.24.810298,R62-M0-NB-C:J16-U11,RAS,KERNEL,INFO,iar 00106bd8 dear 0245cd9c,E70,iar <*> dear <*>,iar {address} dear {address},87,9,iar 00106bd8 dear 0245cd9c,88,19,iar 00106bd8 dear 0245cd9c,87,19,iar 00106bd8 dear {address},88,14,iar <iar> dear <dear>,85,10,iar 00106bd8 dear 0245cd9c,85,20,iar <*> dear <*>,iar 00106bd8 dear 0245cd9c,iar 00106bd8 dear 0245cd9c,iar 00106bd8 dear <*>,iar <iar> dear <dear>,iar 00106bd8 dear 0245cd9c
1628,-,1131126148,2005.11.04,R62-M0-N1-C:J02-U01,2005-11-04-09.42.28.862256,R62-M0-N1-C:J02-U01,RAS,KERNEL,INFO,iar 00106bd8 dear 0245ceec,E70,iar <*> dear <*>,iar {iar} dear {dear},86,10,iar 00106bd8 dear 0245ceec,87,18,iar 00106bd8 dear 0245ceec,86,18,iar {addr} dear {val},87,9,iar <iar> dear <dear>,84,10,{error_type}: {address}: {error_code},84,14,iar <*> dear <*>,iar 00106bd8 dear 0245ceec,iar 00106bd8 dear 0245ceec,iar <*> dear <*>,iar <iar> dear <dear>,<*>: <*>: <*>
1629,-,1131126178,2005.11.04,R62-M0-ND-C:J09-U01,2005-11-04-09.42.58.025371,R62-M0-ND-C:J09-U01,RAS,KERNEL,INFO,iar 0010681c dear 02f692fc,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 0010681c dear 02f692fc,89,20,iar 0010681c dear 02f692fc,88,20,iar 00{address} dear 0x{address:x},89,17,iar {iar} dear {dear},86,10,"iar {instruction_address}, {data_address}",86,14,iar <*> dear <*>,iar 0010681c dear 02f692fc,iar 0010681c dear 02f692fc,iar <*> dear <*>,iar <*> dear <*>,"iar <*>, <*>"
1630,-,1131126200,2005.11.04,R62-M0-NA-C:J15-U11,2005-11-04-09.43.20.670728,R62-M0-NA-C:J15-U11,RAS,KERNEL,INFO,iar 00106b8c dear 0245cf5c,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 00106b8c dear 0245cf5c,89,20,iar 00106b8c dear 0245cf5c,88,20,iar 0x{hex_address} dear 0x{hex_address},89,19,iar <iar> dear <dear>,86,10,"iar {{ iar }}, dear {{ dear }}",86,12,iar <*> dear <*>,iar 00106b8c dear 0245cf5c,iar 00106b8c dear 0245cf5c,iar <*> dear <*>,iar <iar> dear <dear>,"iar {<*>}, dear {<*>}"
1631,-,1131126215,2005.11.04,R62-M0-N6-C:J09-U11,2005-11-04-09.43.35.668773,R62-M0-N6-C:J09-U11,RAS,KERNEL,INFO,iar 00106bc0 dear 0245cdec,E70,iar <*> dear <*>,iar {address} dear {address},86,9,iar 00106bc0 dear 0245cdec,87,18,iar 00106bc0 dear 0245cdec,86,18,iar {address} dear {data},87,9,iar {iar} dear {dear},84,10,{instruction_cache_parity_error_corrected},84,15,iar <*> dear <*>,iar 00106bc0 dear 0245cdec,iar 00106bc0 dear 0245cdec,iar <*> dear <*>,iar <*> dear <*>,<*>
1632,-,1131126633,2005.11.04,R62-M0-N2-C:J14-U01,2005-11-04-09.50.33.808350,R62-M0-N2-C:J14-U01,RAS,KERNEL,INFO,iar 00106600 dear 0245ccfc,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 00106600 dear 0245ccfc,88,19,iar 00106600 dear 0245ccfc,87,19,iar 00106600 dear {address},88,15,iar 0x{iar} dear 0x{dear},85,16,iar {error_code} {error_address} dear {error_processor},85,18,iar <*> dear <*>,iar <*> dear 0245ccfc,iar <*> dear 0245ccfc,iar <*> dear <*>,iar <*> dear <*>,iar <*> <*> dear <*>
1633,-,1131126699,2005.11.04,R62-M0-N1-C:J02-U11,2005-11-04-09.51.39.563817,R62-M0-N1-C:J02-U11,RAS,KERNEL,INFO,iar 00106bd8 dear 0245cf0c,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 00106bd8 dear 0245cf0c,88,19,iar 00106bd8 dear 0245cf0c,87,19,iar {error_type} {address},88,10,iar %s dear %s,85,8,"iar {address}, dear {address}",85,10,iar <*> dear <*>,iar 00106bd8 dear 0245cf0c,iar 00106bd8 dear 0245cf0c,iar <*> <*>,iar %s dear %s,"iar <*>, dear <*>"
1634,-,1131126706,2005.11.04,R62-M0-N6-C:J16-U01,2005-11-04-09.51.46.538961,R62-M0-N6-C:J16-U01,RAS,KERNEL,INFO,iar 00106834 dear 0245cd0c,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 00106834 dear 0245cd0c,89,20,iar 00106834 dear 0245cd0c,88,20,iar 00106834 dear {address},89,15,iar {iar} dear {dear},86,10,{log_message},86,6,iar <*> dear <*>,iar <*> dear 0245cd0c,iar <*> dear 0245cd0c,iar <*> dear <*>,iar <*> dear <*>,<*>
1635,-,1131126736,2005.11.04,R62-M0-N6-C:J15-U11,2005-11-04-09.52.16.767608,R62-M0-N6-C:J15-U11,RAS,KERNEL,INFO,iar 00106bd8 dear 0245cf3c,E70,iar <*> dear <*>,iar {iar} dear {dear},87,10,iar 00106bd8 dear 0245cf3c,88,19,iar 00106bd8 dear 0245cf3c,87,19,iar 00{placeholder} dear 0x{placeholder},88,15,iar {iar} dear {dear},85,10,iar 00106bd8 dear 0245cf3c,85,20,iar <*> dear <*>,iar 00106bd8 dear 0245cf3c,iar 00106bd8 dear 0245cf3c,iar <*> dear <*>,iar <*> dear <*>,iar 00106bd8 dear 0245cf3c
1636,-,1131126738,2005.11.04,R62-M0-N2-C:J07-U01,2005-11-04-09.52.18.968277,R62-M0-N2-C:J07-U01,RAS,KERNEL,INFO,iar 0010686c dear 02f6930c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 0010686c dear 02f6930c,90,21,iar 0010686c dear 02f6930c,89,21,iar {address} dear {address},90,9,iar {iar} dear {dear},87,10,{address}:{value},87,7,iar <*> dear <*>,iar 0010686c dear 02f6930c,iar 0010686c dear 02f6930c,iar <*> dear <*>,iar <*> dear <*>,<*>
1637,-,1131126747,2005.11.04,R62-M0-NC-C:J04-U01,2005-11-04-09.52.27.280593,R62-M0-NC-C:J04-U01,RAS,KERNEL,INFO,iar 0010686c dear 02f6951c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 0010686c dear 02f6951c,90,21,iar 0010686c dear 02f6951c,89,21,iar {addr1} dear {addr2},90,11,iar {iar} dear {dear},87,10,{file_name}:{line_number}:{error_type}:{error_message},87,21,iar <*> dear <*>,iar 0010686c dear 02f6951c,iar 0010686c dear 02f6951c,iar <*> dear <*>,iar <*> dear <*>,<*>
1638,-,1131127186,2005.11.04,R62-M0-N9-C:J08-U11,2005-11-04-09.59.46.036595,R62-M0-N9-C:J08-U11,RAS,KERNEL,INFO,45684 floating point alignment exceptions,E4,<*> floating point alignment exceptions,45684 {alignment exceptions},78,11,45684 floating point alignment exceptions,79,10,45684 floating point alignment exceptions,78,10,{} floating point alignment exceptions,79,6,{num} floating point alignment exceptions,76,9,{count} floating point alignment exceptions,76,9,<*> <*>,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions
1639,-,1131127207,2005.11.04,R62-M0-N1-C:J10-U01,2005-11-04-10.00.07.211412,R62-M0-N1-C:J10-U01,RAS,KERNEL,INFO,iar 00106704 dear 0245b80c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 00106704 dear 0245b80c,90,21,iar 00106704 dear 0245b80c,89,21,iar {error_code} dear {address},90,11,iar {iar} dear {dear},87,10,{instruction_cache_parity_error_corrected} iar {address} dear {data_source},87,26,iar <*> dear <*>,iar <*> dear 0245b80c,iar <*> dear 0245b80c,iar <*> dear <*>,iar <*> dear <*>,<*> iar <*> dear <*>
1640,-,1131127212,2005.11.04,R62-M0-NF-C:J03-U01,2005-11-04-10.00.12.875334,R62-M0-NF-C:J03-U01,RAS,KERNEL,INFO,iar 0010639c dear 0245b71c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 0010639c dear 0245b71c,90,21,iar 0010639c dear 0245b71c,89,21,iar 00{0} dear 0x{1:08X},90,19,iar {iar} dear {dear},87,10,{system_name}: {system_state},87,11,iar <*> dear <*>,iar 0010639c dear 0245b71c,iar 0010639c dear 0245b71c,iar <*> dear <*>,iar <*> dear <*>,<*>: <*>
1641,-,1131127257,2005.11.04,R62-M0-N9-C:J10-U11,2005-11-04-10.00.57.413635,R62-M0-N9-C:J10-U11,RAS,KERNEL,INFO,iar 00106704 dear 0245b83c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 00106704 dear 0245b83c,90,21,iar 00106704 dear 0245b83c,89,21,iar {addr} dear {addr},90,9,iar {iar} dear {dear},87,10,{address}:{reason},87,7,iar <*> dear <*>,iar <*> dear 0245b83c,iar <*> dear 0245b83c,iar <*> dear <*>,iar <*> dear <*>,<*>
1642,-,1131127267,2005.11.04,R62-M0-N8-C:J14-U01,2005-11-04-10.01.07.918137,R62-M0-N8-C:J14-U01,RAS,KERNEL,INFO,iar 00106704 dear 0245d57c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 00106704 dear 0245d57c,90,21,iar 00106704 dear 0245d57c,89,21,iar 00106704 dear {address},90,15,iar {iar} dear {dear},87,10,"{ip}, {pc}",87,8,iar <*> dear <*>,iar <*> dear 0245d57c,iar <*> dear 0245d57c,iar <*> dear <*>,iar <*> dear <*>,"<*>, <*>"
1643,-,1131127308,2005.11.04,R62-M0-NB-C:J12-U01,2005-11-04-10.01.48.158698,R62-M0-NB-C:J12-U01,RAS,KERNEL,INFO,iar 001063a0 dear 02f67e4c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 001063a0 dear 02f67e4c,90,21,iar 001063a0 dear 02f67e4c,89,21,iar {address} dear {address},90,9,iar %s dear %s,87,8,iar 001063a0 dear 02f67e4c,87,22,iar <*> dear <*>,iar 001063a0 dear 02f67e4c,iar 001063a0 dear 02f67e4c,iar <*> dear <*>,iar %s dear %s,iar 001063a0 dear 02f67e4c
1644,-,1131127313,2005.11.04,R62-M0-ND-C:J12-U11,2005-11-04-10.01.53.184425,R62-M0-ND-C:J12-U11,RAS,KERNEL,INFO,iar 001064fc dear 0245b64c,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 001064fc dear 0245b64c,89,20,iar 001064fc dear 0245b64c,88,20,iar {address} dear {address},89,9,iar {iar} dear {dear},86,10,iar 001064fc dear 0245b64c,86,21,iar <*> dear <*>,iar 001064fc dear 0245b64c,iar 001064fc dear 0245b64c,iar <*> dear <*>,iar <*> dear <*>,iar 001064fc dear 0245b64c
1645,-,1131127319,2005.11.04,R62-M0-N6-C:J05-U11,2005-11-04-10.01.59.090723,R62-M0-N6-C:J05-U11,RAS,KERNEL,INFO,iar 0010671c dear 0245b72c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 0010671c dear 0245b72c,90,21,iar 0010671c dear 0245b72c,89,21,iar {error code} dear {address},90,10,"iar %d, dear %d",87,9,{error_code} {error_message},87,11,iar <*> dear <*>,iar 0010671c dear 0245b72c,iar 0010671c dear 0245b72c,iar <*> dear <*>,"iar %d, dear %d",<*> <*>
1646,-,1131127543,2005.11.04,R62-M0-NC-C:J11-U01,2005-11-04-10.05.43.243815,R62-M0-NC-C:J11-U01,RAS,KERNEL,INFO,16604010 floating point alignment exceptions,E4,<*> floating point alignment exceptions,16604010 floating point alignment exceptions,81,13,16604010 floating point alignment exceptions,82,13,16604010 floating point alignment exceptions,81,13,16604010 floating point alignment exceptions,82,13,{num} {type} alignment exceptions,79,10,{float_alignment_exceptions},79,9,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> <*> alignment exceptions,<*>
1647,-,1131127543,2005.11.04,R62-M0-NC-C:J06-U11,2005-11-04-10.05.43.570607,R62-M0-NC-C:J06-U11,RAS,KERNEL,INFO,16469355 floating point alignment exceptions,E4,<*> floating point alignment exceptions,16469355 floating point alignment exceptions,81,13,16469355 floating point alignment exceptions,82,13,16469355 floating point alignment exceptions,81,13,16469355 floating point alignment exceptions,82,13,{count} floating point alignment exceptions,79,9,{number} floating point alignment exceptions,79,9,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions,<*> floating point alignment exceptions
1648,-,1131127560,2005.11.04,R62-M0-N7-C:J05-U11,2005-11-04-10.06.00.288313,R62-M0-N7-C:J05-U11,RAS,KERNEL,INFO,iar 00106390 dear 02f67cfc,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 00106390 dear 02f67cfc,89,20,iar 00106390 dear 02f67cfc,88,20,iar 00106390 dear {address},89,15,iar {iar} dear {dear},85,10,iar 00106390 dear 02f67cfc,85,20,iar <*> dear <*>,iar <*> dear 02f67cfc,iar <*> dear 02f67cfc,iar <*> dear <*>,iar <*> dear <*>,iar <*> dear 02f67cfc
1649,-,1131127565,2005.11.04,R62-M0-N0-C:J13-U11,2005-11-04-10.06.05.176180,R62-M0-N0-C:J13-U11,RAS,KERNEL,INFO,iar 00106704 dear 0245b6bc,E70,iar <*> dear <*>,iar {iar} dear {dear},88,10,iar 00106704 dear 0245b6bc,89,20,iar 00106704 dear 0245b6bc,88,20,iar 00106704 dear {address},89,15,iar <iar> dear <dear>,86,10,iar 00106704 dear 0245b6bc,86,21,iar <*> dear <*>,iar <*> dear 0245b6bc,iar <*> dear 0245b6bc,iar <*> dear <*>,iar <iar> dear <dear>,iar <*> dear 0245b6bc
1650,-,1131127588,2005.11.04,R62-M0-N4-C:J16-U11,2005-11-04-10.06.28.496633,R62-M0-N4-C:J16-U11,RAS,KERNEL,INFO,iar 00106168 dear 0245b64c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 00106168 dear 0245b64c,90,21,iar 00106168 dear 0245b64c,89,21,iar 00106168 dear {address},90,15,iar {iar} dear {dear},87,10,"{hostname}:{pid}:{tid}:{pc}:{ip}:{irq_status},{regs}",87,28,iar <*> dear <*>,iar <*> dear 0245b64c,iar <*> dear 0245b64c,iar <*> dear <*>,iar <*> dear <*>,"<*>,<*>"
1651,-,1131127609,2005.11.04,R62-M0-N4-C:J04-U01,2005-11-04-10.06.49.824350,R62-M0-N4-C:J04-U01,RAS,KERNEL,INFO,iar 0010635c dear 0245b62c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 0010635c dear 0245b62c,90,21,iar 0010635c dear 0245b62c,89,21,iar 0010635c dear 0245b62c,90,21,iar {iar} dear {dear},87,10,iar 0010635c dear 0245b62c,87,22,iar <*> dear <*>,iar 0010635c dear 0245b62c,iar 0010635c dear 0245b62c,iar 0010635c dear 0245b62c,iar <*> dear <*>,iar 0010635c dear 0245b62c
1652,-,1131127613,2005.11.04,R62-M0-NE-C:J13-U01,2005-11-04-10.06.53.324365,R62-M0-NE-C:J13-U01,RAS,KERNEL,INFO,iar 00106704 dear 0245b77c,E70,iar <*> dear <*>,iar {iar} dear {dear},89,10,iar 00106704 dear 0245b77c,90,21,iar 00106704 dear 0245b77c,89,21,iar {address} dear {address},90,9,iar {iar} dear {dear},87,10,"{dear}, {error_type}",87,11,iar <*> dear <*>,iar <*> dear 0245b77c,iar <*> dear 0245b77c,iar <*> dear <*>,iar <*> dear <*>,"<*>, <*>"
