LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
814,Jul,5,13:36:28,combo,sshd(pam_unix),6552.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,187,43,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},187,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
815,Jul,5,13:36:28,combo,sshd(pam_unix),6554.0,check pass; user unknown,E27,check pass; user unknown,check pass; user unknown,149,6,check pass; username={username},150,8,check pass; user={user} unknown,149,9,check pass; user {user},150,8,check pass; user {user},150,8,check pass; user={user},150,8,check pass; user unknown,check pass; username=<*>,check pass; user=<*> unknown,check pass; user <*>,check pass; user <*>,check pass; user=<*>
816,Jul,5,13:36:28,combo,sshd(pam_unix),6554.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,187,43,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},187,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
817,Jul,5,13:36:33,combo,sshd(pam_unix),6556.0,check pass; user unknown,E27,check pass; user unknown,check pass; user unknown,149,6,check pass; username={username},150,8,check pass; user={user} unknown,149,9,check pass; user {user},150,8,check pass; user {user},150,8,check pass; user={user},150,8,check pass; user unknown,check pass; username=<*>,check pass; user=<*> unknown,check pass; user <*>,check pass; user <*>,check pass; user=<*>
818,Jul,5,13:36:33,combo,sshd(pam_unix),6556.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,187,43,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},187,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
819,Jul,5,13:36:36,combo,sshd(pam_unix),6558.0,check pass; user unknown,E27,check pass; user unknown,check pass; user unknown,149,6,check pass; username={username},150,8,check pass; user={user} unknown,149,9,check pass; user {user},150,8,check pass; user {user},150,8,check pass; user={user},150,8,check pass; user unknown,check pass; username=<*>,check pass; user=<*> unknown,check pass; user <*>,check pass; user <*>,check pass; user=<*>
820,Jul,5,13:36:36,combo,sshd(pam_unix),6558.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,187,43,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},187,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
821,Jul,5,13:36:37,combo,sshd(pam_unix),6560.0,check pass; user unknown,E27,check pass; user unknown,check pass; user unknown,149,6,check pass; username={username},150,8,check pass; user={user} unknown,149,9,check pass; user {user},150,8,check pass; user {user},150,8,check pass; user={user},150,8,check pass; user unknown,check pass; username=<*>,check pass; user=<*> unknown,check pass; user <*>,check pass; user <*>,check pass; user=<*>
822,Jul,5,13:36:37,combo,sshd(pam_unix),6560.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,187,43,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},186,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},187,34,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},188,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
823,Jul,5,13:52:21,combo,ftpd,6590.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
824,Jul,5,13:52:21,combo,ftpd,6582.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
825,Jul,5,13:52:21,combo,ftpd,6580.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
826,Jul,5,13:52:21,combo,ftpd,6589.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
827,Jul,5,13:52:21,combo,ftpd,6586.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
828,Jul,5,13:52:21,combo,ftpd,6591.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
829,Jul,5,13:52:21,combo,ftpd,6587.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
830,Jul,5,13:52:21,combo,ftpd,6583.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
831,Jul,5,13:52:21,combo,ftpd,6588.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
832,Jul,5,13:52:21,combo,ftpd,6581.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
833,Jul,5,13:52:21,combo,ftpd,6585.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
834,Jul,5,13:52:21,combo,ftpd,6592.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
835,Jul,5,13:52:21,combo,ftpd,6584.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date} {time}.,181,16,connection from {rhost} (at {time}),180,12,connection from {ip_address} () at {date_time},181,15,connection from {ip} ({host}) at {date} {time} {year},180,19,connection from {from_addr} at {timestamp},180,12,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> (at <*>),connection from <*> () at <*>,connection from <*> (<*>) at <*> <*> <*>,connection from <*> at <*>
836,Jul,5,13:52:23,combo,ftpd,6593.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} ({port}) at {date} {time}.,181,16,connection from {IP} () at {date},180,11,connection from {ip_address} ({hostname}) at {date_time},181,17,connection from {ip} ({country}) at {time} {date},180,16,connection from {from} () at {time},180,11,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
837,Jul,5,13:52:23,combo,ftpd,6595.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} ({port}) at {date} {time}.,181,16,connection from {IP} () at {date},180,11,connection from {ip_address} ({hostname}) at {date_time},181,17,connection from {ip} ({country}) at {time} {date},180,16,connection from {from} () at {time},180,11,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
838,Jul,5,13:52:23,combo,ftpd,6594.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} ({port}) at {date} {time}.,181,16,connection from {IP} () at {date},180,11,connection from {ip_address} ({hostname}) at {date_time},181,17,connection from {ip} ({country}) at {time} {date},180,16,connection from {from} () at {time},180,11,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
