LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1228,2015-10-18,"18:07:14,189",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: {server}:8030. Already tried {tries} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",158,62,"Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).",161,59,"Retrying connect to server: {host}:{port}. Already tried {count} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",160,61,"Retrying connect to server: <server>{server}:{port}. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={retries}, sleepTime={sleep} {unit})",161,59,Retrying connect to server: {host}:{port}. Already tried {retried} time(s); retry policy is {policy},154,31,Retrying connect to server: <server>:<port>. Already tried {count} time(s); retry policy is {policy},154,30,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <*>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> <*>)",Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>,Retrying connect to server: <server>:<port>. Already tried <*> time(s); retry policy is <*>
1229,2015-10-18,"18:07:14,189",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,"ERROR IN CONTACTING RM.'

The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>",103,38,ERROR IN CONTACTING RM.,104,10,ERROR IN CONTACTING RM.,103,10,ERROR IN CONTACTING <rm>,104,10,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.' The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,ERROR IN CONTACTING <rm>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.
1230,2015-10-18,"18:07:14,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1231,2015-10-18,"18:07:14,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 136 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_{non_mapreduce}_{lease_id}] for {lease_duration} seconds.  Will retry shortly ...,136,33,Failed to renew lease for [DFSClient_NONMAPREDUCE_{nodename}_{port}] for {duration} seconds.  Will retry shortly ...,140,38,Failed to renew lease for [DFSClient_NONMAPREDUCE_<process_id>_<timestamp>_<attempt>] for <time_to_retry> seconds.  Will retry shortly ...,139,51,Failed to renew lease for [DFSClient_{id}] for {seconds} seconds.  Will retry shortly ...,140,26,Failed to renew lease for [DFSClient_NONMAPREDUCE_{taskId}] for {seconds} seconds. Will retry shortly ...,138,35,Failed to renew lease for <serviceName> for <seconds>.  Will retry shortly ...,138,25,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<process_id>_<timestamp>_<attempt>] for <time_to_retry> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for <serviceName> for <seconds>. Will retry shortly ...
1232,2015-10-18,"18:07:15,189",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_ip}:{old_port} New: {new_ip}:{new_port},142,29,"Address change detected. Old: <old_address>, New: <new_address>",143,19,Address change detected. Old: {old_address}:{old_port} New: {new_address}:{new_port},142,29,Address change detected. Old: <old_address> New: <new_address>,143,19,Address change detected. Old: {oldIp}:{oldPort} New: {newIp}:{newPort},140,25,Address change detected. Old: <host>:<port> New: <host>:<port>,140,21,Address change detected. Old: <*> New: <*>,"Address change detected. Old: <old_address>, New: <new_address>",Address change detected. Old: <*> New: <*>,Address change detected. Old: <old_address> New: <new_address>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <host>:<port> New: <host>:<port>
1233,2015-10-18,"18:07:15,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1234,2015-10-18,"18:07:15,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 137 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Failed to renew lease for [DFSClient_{NONMAPREDUCE_{time}, {num}}] for {seconds} seconds.  Will retry shortly ...",136,34,Failed to renew lease for [DFSClient_NONMAPREDUCE_{name}] for {seconds} seconds.  Will retry shortly ...,140,33,Failed to renew lease for [DFSClient_NONMAPREDUCE_<processId>_<timestamp>] for <seconds> seconds.  Will retry shortly ...,139,40,Failed to renew lease for <lease> for <time> seconds.  Will retry shortly ...,140,22,Failed to renew lease for [DFSClient_NONMAPREDUCE_{pid}] for {seconds} seconds. Will retry shortly ...,138,34,Failed to renew lease for [<host>:<port>] for <seconds>.  Will retry shortly ...,138,29,"Failed to renew lease for [DFSClient_{<*>, <*>}] for <*> seconds. Will retry shortly ...",Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<processId>_<timestamp>] for <seconds> seconds. Will retry shortly ...,Failed to renew lease for <lease> for <time> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<host>:<port>] for <seconds>. Will retry shortly ...
1235,2015-10-18,"18:07:16,189",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: {server}:8030. Already tried {tries} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",158,62,"Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).",161,59,"Retrying connect to server: {host}:{port}. Already tried {count} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",160,61,"Retrying connect to server: <server>{server}:{port}. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={retries}, sleepTime={sleep} {unit})",161,59,Retrying connect to server: {host}:{port}. Already tried {retried} time(s); retry policy is {policy},154,31,Retrying connect to server: <server>:<port>. Already tried {count} time(s); retry policy is {policy},154,30,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <*>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> <*>)",Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>,Retrying connect to server: <server>:<port>. Already tried <*> time(s); retry policy is <*>
1236,2015-10-18,"18:07:16,189",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,"ERROR IN CONTACTING RM.'

The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>",103,38,ERROR IN CONTACTING RM.,104,10,ERROR IN CONTACTING RM.,103,10,ERROR IN CONTACTING <rm>,104,10,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.' The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,ERROR IN CONTACTING <rm>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.
1237,2015-10-18,"18:07:16,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1238,2015-10-18,"18:07:16,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 138 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_{lease}] for {duration} seconds.  Will retry shortly ...,136,30,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <time>: Will retry shortly ...,140,41,Failed to renew lease for [DFSClient_NONMAPREDUCE_<process_id>_<timestamp>] for <lease_duration> seconds.  Will retry shortly ...,139,43,Failed to renew lease for [DFSClient_{clientId}] for <seconds> seconds.  Will retry shortly ...,140,27,Failed to renew lease for [DFSClient_NONMAPREDUCE_{index}] for {time} seconds. Will retry shortly ...,138,34,Failed to renew lease for [<name>:{name}] for <seconds> seconds.  Will retry shortly ...,138,29,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <time>: Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<process_id>_<timestamp>] for <lease_duration> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <seconds> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<name>:<*>] for <seconds> seconds. Will retry shortly ...
1239,2015-10-18,"18:07:17,189",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_ip}:{old_port} New: {new_ip}:{new_port},142,29,"Address change detected. Old: <old_address>, New: <new_address>",143,19,Address change detected. Old: {old_address}:{old_port} New: {new_address}:{new_port},142,29,Address change detected. Old: <old_address> New: <new_address>,143,19,Address change detected. Old: {oldIp}:{oldPort} New: {newIp}:{newPort},140,25,Address change detected. Old: <host>:<port> New: <host>:<port>,140,21,Address change detected. Old: <*> New: <*>,"Address change detected. Old: <old_address>, New: <new_address>",Address change detected. Old: <*> New: <*>,Address change detected. Old: <old_address> New: <new_address>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <host>:<port> New: <host>:<port>
1240,2015-10-18,"18:07:17,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1241,2015-10-18,"18:07:17,267",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 139 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Failed to renew lease for [DFSClient_{nonmapreduce}_{lease_time}_{lease_id}] for {duration} seconds.  Will retry shortly ...'

The template of 'Failed to create directory /user/hive/warehouse/.hive-staging_hive: org.apache.hadoop.security.AccessControlException: Permission denied: 'user' access to '/user/hive/warehouse/.hive-staging_hive' is denied.' is 'Failed to create directory {path}: {exception}.'

The template of 'Error in moving file:hdfs://localhost:9000/user/hive/warehouse/test_db.db/test_table/part-m-00001_copy_1.snappy.parquet to hdfs://localhost:9000/user/hive/warehouse/test_db.db/test_table/part-m-00001_copy_1.snappy.parquet' is 'Error in moving file:{src} to {dest}'

The template of 'TaskAttempt 0 failed, info=[Error: Fail",136,256,Failed to renew lease for <hostname>:<port> for <time> seconds.  Will retry shortly ...,140,25,Failed to renew lease for [DFSClient_NONMAPREDUCE_<memory>:<core>_<timestamp>] for <time>.  Will retry shortly...,139,40,Failed to renew lease for [DFSClient_{type}_{id}] for {seconds} seconds.  Will retry shortly ...,140,28,Failed to renew lease for [DFSClient_NONMAPREDUCE_{appid}] for {seconds} seconds. Will retry shortly ...,138,35,Failed to renew lease for [<resource-id>] for <seconds>.  Will retry shortly ...,138,28,"Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...' The template of 'Failed to create directory <*>: org.apache.hadoop.security.AccessControlException: Permission denied: 'user' access to '<*>' is denied.' is 'Failed to create directory <*>: <*>.' The template of 'Error in moving file:hdfs://localhost:9000/user/hive/warehouse/test_db.db/test_table/part-m-00001_copy_1.snappy.parquet to hdfs://localhost:9000/user/hive/warehouse/test_db.db/test_table/part-m-00001_copy_1.snappy.parquet' is 'Error in moving file:<*> to <*>' The template of 'TaskAttempt <*> failed, info=[Error: Fail",Failed to renew lease for <hostname>:<port> for <time> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<memory>:<core>_<timestamp>] for <time>. Will retry shortly...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<resource-id>] for <seconds>. Will retry shortly ...
