LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1602,03-17,16:15:53.180,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1603,03-17,16:15:53.717,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261978352, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}",136,24,"userActivityNoUpdateLocked: eventTime={int}, event={int}, flags={int}, uid={int}",143,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}",142,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}",143,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hex}, uid={number}",140,29,"userActivityNoUpdateLocked: eventTime={long}, event={int}, flags={int}, uid={int}",140,29,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
1604,03-17,16:15:53.718,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float} userId={int}",178,69,"ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={float}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={string}, uasummary={string}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={double}, userid={int}",173,78,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*> userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userid=<*>"
1605,03-17,16:15:54.045,1702,2556,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller {int} does not hold REAL_GET_TASKS; limiting output,128,25,getRunningAppProcesses caller {number} does not hold REAL_GET_TASKS; limiting output,134,25,getRunningAppProcesses: {caller} does not hold REAL_GET_TASKS; limiting output,133,26,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,134,26,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,129,25,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,129,25,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1606,03-17,16:15:54.640,1702,17622,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller {int} does not hold REAL_GET_TASKS; limiting output,128,25,getRunningAppProcesses caller {number} does not hold REAL_GET_TASKS; limiting output,134,25,getRunningAppProcesses: {caller} does not hold REAL_GET_TASKS; limiting output,133,26,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,134,26,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,129,25,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,129,25,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1607,03-17,16:15:54.721,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261979355, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hex}, uid={number}",136,24,"userActivityNoUpdateLocked: eventTime={time}, event={int}, flags={int}, uid={uid}",143,26,"userActivityNoUpdateLocked: eventTime={int}, event={int}, flags={int}, uid={int}",142,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}",143,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hexadecimal number}",140,27,"userActivityNoUpdateLocked: {eventTime}, event={int}, flags={uint}, uid={int}",140,28,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>","userActivityNoUpdateLocked: <*>, event=<*>, flags=<*>, uid=<*>"
1608,03-17,16:15:54.721,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float} userId={int}",178,69,"ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={float}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={string}, uasummary={string}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={double}, userid={int}",173,78,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*> userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userid=<*>"
1609,03-17,16:15:54.798,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1610,03-17,16:15:54.799,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1611,03-17,16:15:54.820,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1612,03-17,16:15:54.820,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1613,03-17,16:15:55.032,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1614,03-17,16:15:55.033,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
