LineId,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1006,20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,E65,startTimer start autoSync,startTimer start {string},99,7,startTimer start autoSync,100,6,startTimer {string} {string},99,9,startTimer {string} {string},100,9,{str} {str} {str},98,10,startTimer start {string},98,7,startTimer start <*>,startTimer start autoSync,startTimer <*> <*>,startTimer <*> <*>,<*> <*> <*>,startTimer start <*>
1007,20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",E64,"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>","startSync hiSyncOption = HiSyncOption{syncAction={int}, syncMethod={int}, syncScope={int}, syncDataType={int}, syncModel={int}, pushAction={int}},app = {int} who = {int}",146,51,startSync : {HiSyncOption} app : {int} who : {int},148,19,"startSync hiSyncOption = {class} {int} {int}, app = {int} who = {int}",147,26,"startSync hiSyncOption = HiSyncOption{syncAction={int}, syncMethod={int}, syncScope={int}, syncDataType={int}, syncModel={int}, pushAction={int}}, app = {int} who = {int}",148,52,"startSync {syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app={int} who={int}",147,48,"startSync {hiSyncOption} = {HiSyncOption}, app = {int} who = {int}",147,25,"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>",startSync : <*> app : <*> who : <*>,"startSync hiSyncOption = <*> <*> <*>, app = <*> who = <*>","startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>}, app = <*> who = <*>","startSync {syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app=<*> who=<*>","startSync <*> = <*>, app = <*> who = <*>"
1008,20171223-22:32:28:796,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,E66,stepSyncOrNot appSynTimes is <*>,stepSyncOrNot appSynTimes is {int},105,13,stepSyncOrNot appSynTimes is {bool},105,12,stepSyncOrNot {string} {int} is {int},104,15,stepSyncOrNot appSynTimes is {int},105,12,stepSyncOrNot appSynTimes is {int},104,13,stepSyncOrNot appSynTimes is {bool},104,13,stepSyncOrNot appSynTimes is <*>,stepSyncOrNot appSynTimes is <*>,stepSyncOrNot <*> <*> is <*>,stepSyncOrNot appSynTimes is <*>,stepSyncOrNot appSynTimes is <*>,stepSyncOrNot appSynTimes is <*>
1009,20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,E36,needAutoSync autoSyncSwitch is open,needAutoSync autoSyncSwitch is {string},102,11,needAutoSync : {bool} autoSyncSwitch : {bool} is open : {bool},103,21,needAutoSync autoSyncSwitch is {string},102,11,needAutoSync {string} is {string},103,11,{method} {name} is {status},101,11,{boolean} autoSyncSwitch is {boolean},101,11,needAutoSync autoSyncSwitch is <*>,needAutoSync : <*> autoSyncSwitch : <*> is open : <*>,needAutoSync autoSyncSwitch is <*>,needAutoSync <*> is <*>,<*> <*> is <*>,<*> autoSyncSwitch is <*>
1010,20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",E25,"initDataPrivacy the dataPrivacy switch is open, start push health data!","initDataPrivacy the dataPrivacy switch is {str}, start push health data!",110,19,initDataPrivacy : {string},113,10,"initDataPrivacy {string} the dataPrivacy switch is open, start push health data!",112,23,"initDataPrivacy {string} {string}, start push health data!",113,17,"initDataPrivacy the dataPrivacy switch is {bool}, start push health data!",108,19,{switch} {dataPrivacySwitch} {startPushHealthData} {healthData},108,19,"initDataPrivacy the dataPrivacy switch is <*>, start push health data!",initDataPrivacy : <*>,"initDataPrivacy <*> the dataPrivacy switch is open, start push health data!","initDataPrivacy <*> <*>, start push health data!","initDataPrivacy the dataPrivacy switch is <*>, start push health data!",<*> <*> <*> <*>
1011,20171223-22:32:28:800,HiH_,30002312,initDataPrivacy the dataPrivacy is true,E24,initDataPrivacy the dataPrivacy is <*>,initDataPrivacy the dataPrivacy is {bool},104,13,initDataPrivacy the dataPrivacy is {bool},107,15,initDataPrivacy the dataPrivacy is {bool}.,106,15,initDataPrivacy the dataPrivacy is {boolean},107,15,initDataPrivacy the dataPrivacy is {bool},101,11,initDataPrivacy the dataPrivacy is {bool},101,11,initDataPrivacy the dataPrivacy is <*>,initDataPrivacy the dataPrivacy is <*>,initDataPrivacy the dataPrivacy is <*>.,initDataPrivacy the dataPrivacy is <*>,initDataPrivacy the dataPrivacy is <*>,initDataPrivacy the dataPrivacy is <*>
1012,20171223-22:32:28:801,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",E28,"initUserPrivacy the userPrivacy switch is open, start push user data!","initUserPrivacy the userPrivacy switch is {string}, start push user data!",110,19,initUserPrivacy : {bool} {string},113,13,initUserPrivacy {string} {string},112,12,"initUserPrivacy {string} {string}, {string} {string} {string}!",113,22,"initUserPrivacy the {userPrivacy} switch is open, start push user data!",108,19,"{string} the userPrivacy switch is {string}, start push user data!",108,19,"initUserPrivacy the userPrivacy switch is <*>, start push user data!",initUserPrivacy : <*> <*>,initUserPrivacy <*> <*>,"initUserPrivacy <*> <*>, <*> <*> <*>!","initUserPrivacy the <*> switch is open, start push user data!","<*> the userPrivacy switch is <*>, start push user data!"
1013,20171223-22:32:28:801,HiH_,30002312,initUserPrivacy the userPrivacy is true,E27,initUserPrivacy the userPrivacy is <*>,initUserPrivacy the userPrivacy is {bool},104,13,initUserPrivacy the userPrivacy is {bool},107,15,initUserPrivacy the userPrivacy is {bool},106,15,initUserPrivacy the userPrivacy is {bool},107,15,initUserPrivacy the userPrivacy is {bool},101,11,initUserPrivacy the userPrivacy is {bool},101,11,initUserPrivacy the userPrivacy is <*>,initUserPrivacy the userPrivacy is <*>,initUserPrivacy the userPrivacy is <*>,initUserPrivacy the userPrivacy is <*>,initUserPrivacy the userPrivacy is <*>,initUserPrivacy the userPrivacy is <*>
1014,20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,E23,ifCanSync not! no cloud version,ifCanSync not! {string},102,9,ifCanSync not! no cloud version,103,9,ifCanSync {boolean} ! {string} {string},102,14,ifCanSync {bool} {string} {string},103,13,ifCanSync not! no cloud version,101,10,ifCanSync {bool} {string} {string},101,13,ifCanSync not! <*>,ifCanSync not! no cloud version,ifCanSync <*> ! <*> <*>,ifCanSync <*> <*> <*>,ifCanSync not! no cloud version,ifCanSync <*> <*> <*>
1015,20171223-22:32:28:801,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,E54,sendSyncFailedBroadcast,sendSyncFailedBroadcast,99,6,sendSyncFailedBroadcast,101,7,sendSyncFailedBroadcast : {string} {string} {string} {string},100,20,sendSyncFailedBroadcast,101,7,sendSyncFailedBroadcast,98,7,sendSyncFailedBroadcast : {int} {string},98,13,sendSyncFailedBroadcast,sendSyncFailedBroadcast,sendSyncFailedBroadcast : <*> <*> <*> <*>,sendSyncFailedBroadcast,sendSyncFailedBroadcast,sendSyncFailedBroadcast : <*> <*>
1016,20171223-22:33:0:103,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,process{str}action:{str},111,9,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string},113,12,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},110,11,processHandleBroadcastAction action:{string},110,11,<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
1017,20171223-22:33:9:926,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1018,20171223-22:33:9:938,Step_LSC,30002312,onExtend:1514039590000 0 0 5,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {long} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{int} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {long} {long} {long},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
1019,20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {long} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,getTodayTotalDetailSteps = {long} {long} {long} {long} {long} {long},146,26,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>
1020,20171223-22:33:10:229,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514039520000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps={str},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,setTodayTotalDetailSteps={time} {time} {time} {time} {time} {time},145,25,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*>
1021,20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{method} {int},108,7,{int} totalCalories= {int},108,11,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>,<*> totalCalories= <*>
1022,20171223-22:33:10:248,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
1023,20171223-22:33:30:315,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: {string},109,9,onReceive action: {string},110,8,onReceive action: {string},109,8,onReceive action: {string},110,8,onReceive action: {string},109,9,onReceive action: {string},109,9,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>
1024,20171223-22:33:46:274,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1025,20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,{string} : {int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,<*> : <*> <*> <*> <*>
1026,20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON,onReceive action: {string},109,9,onReceive action: {string},110,8,onReceive action: {string},109,8,onReceive action: {string},110,8,onReceive action: {string},109,9,onReceive action: {string},109,9,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>,onReceive action: <*>
1027,20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action:{string},111,10,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string} {string},113,15,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},111,11,processHandleBroadcastAction action:{string},111,11,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*> <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
1028,20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data,flush sensor data,97,4,flush sensor data,98,4,Flush sensor data,97,5,flush sensor data,98,4,{string},96,4,{string},96,5,flush sensor data,flush sensor data,Flush sensor data,flush sensor data,<*>,<*>
1029,20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,"getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int}.

You can use the following functions to help you.

def getInt(string):
    return int(string.split('##')[0])

def getIntList(string):
    return [int(x.split('##')[0]) for x in string.split('##')]

def getString(string):
    return string.split('##')[1]

def getIntListFromString(string):
    return [int(x) for x in string.split(' ')]

def getStringFromList(list):
    return ' ",149,160,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{int} {int} {int} {int} {int} {int},146,19,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>. You can use the following functions to help you. def getInt(string): return int(string.split('##')[<*>]) def getIntList(string): return [int(x.split('##')[<*>]) for x in string.split('##')] def getString(string): return string.split('##')[<*>] def getIntListFromString(string): return [int(x) for x in string.split(' ')] def getStringFromList(list): return ',getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
1030,20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514039520000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps={string},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,setTodayTotalDetailSteps=##{int}##{int}##{int}##{int}##{int}##{int},145,32,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=#<*><*><*><*><*>#<*>
1031,20171223-22:33:46:305,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1032,20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{method} {int},108,7,{int} totalCalories= {int},108,11,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>,<*> totalCalories= <*>
1033,20171223-22:33:46:314,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
1034,20171223-22:33:46:315,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
