LineId,Time,Program,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
980,07.26 13:30:45,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> sent, <*> received, lifetime <*>","ss.bdimg.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",156,31,"http://{host}:{port} close, 0 bytes sent, 0 bytes received, lifetime {time}",157,25,"{host} close, 0 sent, 0 received, lifetime {time}",156,18,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",157,26,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"ss.bdimg.com:<*> close, <*> sent, <*> received, lifetime <*>","http://<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","ss.bdimg.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
981,07.26 13:30:45,chrome.exe *64,"t11.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> sent, <*> received, lifetime <*>","t11.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",159,32,"t{host}.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",160,29,"t11.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,29,"{} close, {} sent, {} received, lifetime {}",160,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"t11.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*>.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","t11.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
982,07.26 13:30:45,chrome.exe *64,"sestat.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> sent, <*> received, lifetime <*>","sestat.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,29,"{} close, {} sent, {}, lifetime {}",160,10,"{host} close, 0 sent, 0 received, lifetime {time}",159,18,"sestat.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",160,29,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"sestat.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*>, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","sestat.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
983,07.26 13:30:45,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> sent, <*> received, lifetime <*>","ss.bdimg.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",156,31,"http://{host}:{port} close, 0 bytes sent, 0 bytes received, lifetime {time}",157,25,"{host} close, 0 sent, 0 received, lifetime {time}",156,18,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",157,26,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",154,24,"ss.bdimg.com:<*> close, <*> sent, <*> received, lifetime <*>","http://<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","ss.bdimg.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
984,07.26 13:30:48,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,comment.{id}.com:80 open through proxy {proxy_host}:{proxy_port} HTTPS,165,25,"{host} open through proxy {proxy}, protocol {protocol}",166,14,HTTPS connection established to {host} through proxy {proxy}.,165,14,comment.{id}.com:80 open through proxy {proxy} HTTPS,166,18,{host}:{port} open through {proxy_host}:{proxy_port} {protocol},161,22,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},161,23,comment.<*>.com:<*> open through proxy <*> HTTPS,"<*> open through proxy <*>, protocol <*>",HTTPS connection established to <*> through proxy <*>.,comment.<*>.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through proxy <*> <*>
985,07.26 13:30:48,chrome.exe *64,www.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,www.4399.cn:80 open through proxy {proxy_host}:{proxy_port} HTTPS,162,27,{host} open through proxy {proxy} HTTPS,163,12,www.4399.cn:80 open through proxy {proxy} HTTPS,162,20,www.{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},163,25,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},158,23,{host}:{protocol} open through proxy {upstream_host}:{upstream_port}{upstream_protocol},158,24,www.<*>.cn:<*> open through proxy <*> HTTPS,<*> open through proxy <*> HTTPS,www.<*>.cn:<*> open through proxy <*> HTTPS,www.<*> open through proxy <*> <*>,<*> open through proxy <*> <*>,<*> open through proxy <*>
986,07.26 13:30:48,chrome.exe *64,cbjs.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,cbjs.baidu.com:80 open through proxy {proxy_host}:{proxy_port} HTTPS,162,27,proxy.cse.cuhk.edu.hk:5070 open through proxy cbjs.baidu.com:80 HTTPS,163,35,"{host} open through proxy {proxy_host}, {protocol}",162,15,cbjs.baidu.com:80 open through proxy {host}:{port} HTTPS,163,23,{host}:{port} open through {proxy_host}:{proxy_port} {protocol},156,22,"{host} open through proxy {proxy}, {protocol}",156,14,cbjs.baidu.com:<*> open through proxy <*> HTTPS,proxy.cse.cuhk.edu.hk:<*> open through proxy cbjs.baidu.com:<*> HTTPS,"<*> open through proxy <*>, <*>",cbjs.baidu.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,"<*> open through proxy <*>, <*>"
987,07.26 13:30:49,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},164,17,http://{host} open through proxy {proxy_url} {protocol},165,17,Proxy {proxy_name} {host} {protocol} {through_proxy} {through_proxy_name},164,25,ubmcmm.baidustatic.com:80 open through proxy {host} HTTPS,165,22,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},160,23,{host}:{protocol} open through proxy {proxy} {port} {proto},160,19,open through proxy <*> <*>,http://<*> open through proxy <*> <*>,Proxy <*> <*> <*> <*> <*>,ubmcmm.baidustatic.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*> <*>
988,07.26 13:30:49,chrome.exe *64,dup.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},163,17,proxy.cse.cuhk.edu.hk:5070 open through proxy {host} HTTPS,164,27,proxy.cse.cuhk.edu.hk:5070 open through proxy {proxy_name} {protocol} {host},163,33,dup.{host}:{port} open through proxy {proxy} HTTPS,164,17,{dest_host}:{dest_port} open through proxy {proxy_host}:{proxy_port} {protocol},159,27,{host} open through proxy {proxy} {protocol},159,13,open through proxy <*> <*>,proxy.cse.cuhk.edu.hk:<*> open through proxy <*> HTTPS,proxy.cse.cuhk.edu.hk:<*> open through proxy <*> <*> <*>,dup.<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
989,07.26 13:30:49,chrome.exe *64,eclick.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy} {protocol},163,10,{host} open through proxy {proxy} HTTPS,164,12,http://proxy.cse.cuhk.edu.hk:5070/ http://eclick.baidu.com:443 HTTPS,163,38,open through proxy {proxy_host}:{proxy_port} HTTPS,164,16,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},157,23,"{url} open through proxy {proxy_host}, {protocol}",157,16,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,http://proxy.cse.cuhk.edu.hk:5070/ http://eclick.baidu.com:<*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,"<*> open through proxy <*>, <*>"
990,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} HTTPS,162,16,{host} open through proxy {proxy} protocol {protocol},163,14,HTTPS {host} {proxy},162,9,dup.{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},163,25,{domain}:{port} open through proxy {proxy_ip}:{proxy_port} {protocol},158,23,{host} open through {proxy} HTTP/HTTPS,158,14,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,HTTPS <*> <*>,dup.<*> open through proxy <*> <*>,<*> open through proxy <*> <*>,<*> open through <*> HTTP/HTTPS
991,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} HTTPS,162,16,{host} open through proxy {proxy} protocol {protocol},163,14,HTTPS {host} {proxy},162,9,dup.{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},163,25,{domain}:{port} open through proxy {proxy_ip}:{proxy_port} {protocol},158,23,{host} open through {proxy} HTTP/HTTPS,158,14,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,HTTPS <*> <*>,dup.<*> open through proxy <*> <*>,<*> open through proxy <*> <*>,<*> open through <*> HTTP/HTTPS
992,07.26 13:30:57,chrome.exe *64,"b1.bdstatic.com:80 close, 389 bytes sent, 409 bytes received, lifetime 00:21",E8,"<*> close, <*> sent, <*> received, lifetime <*>","b1.bdstatic.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",161,32,"b{host}.static.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",162,32,"{'host'} close, {sent_size} sent, {received_size} received, lifetime {time}",161,25,"b{id}.bdstatic.com:{port} close, {sent_size} sent, {received_size} received, lifetime {time}",162,33,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"b1.bdstatic.com:<*> close, <*> sent, <*> received, lifetime <*>","<*>.static.com:<*> close, <*> sent, <*> received, lifetime <*>","{'host'} close, <*> sent, <*> received, lifetime <*>","<*>.bdstatic.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
993,07.26 13:30:58,chrome.exe *64,"pos.baidu.com:80 close, 1822 bytes (1.77 KB) sent, 1370 bytes (1.33 KB) received, lifetime 00:10",E8,"<*> close, <*> sent, <*> received, lifetime <*>","pos.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",179,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",180,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",179,25,"pos.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",180,32,"{host}:{port} close, {sent_size} ({size}) sent, {received_size} ({size}) received, lifetime {time}",172,33,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",172,24,"pos.baidu.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","pos.baidu.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
994,07.26 13:31:09,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> sent, <*> received, lifetime <*>","i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",158,31,"i{host}.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,25,"{host} close, 0 sent, 0 received, lifetime {time}",158,18,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,28,"{host} close, 0 sent, 0 received, lifetime {time}",153,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",153,24,"i9.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","i9.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
995,07.26 13:31:09,chrome.exe *64,"xin.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> sent, <*> received, lifetime <*>","xin.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,29,"xin.{ip}.cn:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",160,27,"{host} close, 0 sent, 0 received, lifetime {time}",159,18,"xin.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",160,29,"{host} close, 0 sent, 0 received, lifetime {time}",155,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",155,24,"xin.<*>.cn:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","xin.<*>.cn:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","xin.<*>.cn:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
996,07.26 13:31:09,chrome.exe *64,"newsimg.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> sent, <*> received, lifetime <*>","newsimg.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",163,36,"newsimg.{domain}.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",163,27,"newsimg.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",162,32,"newsimg.{port}.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",163,27,"{host} close, 0 sent, 0 received, lifetime {time}",159,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",159,24,"newsimg.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","newsimg.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","newsimg.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","newsimg.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
997,07.26 13:31:09,chrome.exe *64,"comment.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> sent, <*> received, lifetime <*>","comment.{id}.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",161,26,"http://{host}/close, 0 sent, 0 received, lifetime {time}",162,20,"comment.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",161,34,"comment.{id}.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",162,26,"{host} close, 0 sent, 0 received, lifetime {time}",158,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"comment.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","http://<*>/close, <*> sent, <*> received, lifetime <*>","comment.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","comment.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
998,07.26 13:31:09,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> sent, <*> received, lifetime <*>","i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",158,31,"i{host}.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,25,"{host} close, 0 sent, 0 received, lifetime {time}",158,18,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,28,"{host} close, 0 sent, 0 received, lifetime {time}",153,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",153,24,"i9.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","i9.baidu.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
999,07.26 13:31:09,chrome.exe *64,"m.news.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> sent, <*> received, lifetime <*>","m.news.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",160,33,"m.news.{host}.com:80 close, 0 sent, 0 received, lifetime {time}",161,26,"{host} close, 0 sent, 0 received, lifetime {time}",160,18,"m.news.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",161,30,"{host} close, 0 sent, 0 received, lifetime {time}",157,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",157,24,"m.news.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","m.news.<*>.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","m.news.<*>.com:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1000,07.26 13:31:09,chrome.exe *64,"www.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> sent, <*> received, lifetime <*>","www.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",158,31,"www.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",159,31,"{host} close, 0 sent, 0 received, lifetime {time}",158,18,"www.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime {time}",159,28,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",155,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",155,24,"www.<*>.cn:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","www.<*>.cn:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","www.<*>.cn:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
